city,month,temperature,humidity,wind_speed,risk_score,risk_category
Bengaluru,11,36.0,33.7,3.4,32.11,Medium
Lucknow,7,21.1,24.8,0.4,4.89,Low
Bengaluru,5,42.2,63.3,4.9,74.36,High
Chandigarh,6,28.8,19.6,0.2,9.97,Low
Chandigarh,1,30.2,32.4,3.2,14.27,Low
Patna,4,24.2,31.2,3.9,5.59,Low
Hyderabad,4,40.9,45.2,0.9,62.52,High
Mumbai,5,41.9,54.5,0.1,72.92,High
Varanasi,6,48.0,70.0,0.2,85.77,Severe
Kolkata,4,47.4,74.2,0.9,85.53,Severe
Ahmedabad,6,39.7,64.5,9.9,69.77,High
Bhopal,6,39.6,68.5,6.2,71.03,High
Hyderabad,4,40.2,60.0,3.2,70.79,High
Mumbai,6,49.8,59.3,12.7,84.42,Severe
Ahmedabad,1,23.8,15.1,4.9,2.2,Low
Chennai,6,23.4,19.1,24.4,0.0,Low
Nagpur,5,45.6,65.3,0.9,80.87,Severe
Lucknow,10,22.2,11.8,5.6,1.43,Low
Thiruvananthapuram,5,41.2,65.6,17.8,71.07,High
Kolkata,2,33.1,48.6,3.7,29.17,Medium
Kolkata,1,38.5,40.8,0.8,47.1,Medium
Bengaluru,12,37.3,50.0,2.9,48.57,Medium
Bhopal,6,41.2,53.6,3.2,71.11,High
Nagpur,7,23.9,16.3,2.4,2.86,Low
Jaipur,5,36.2,45.4,7.5,39.32,Medium
Kolkata,2,30.9,14.2,4.6,11.51,Low
Delhi,5,45.2,51.5,29.4,72.72,High
Delhi,5,47.1,55.9,0.1,81.52,Severe
Bhopal,5,41.7,66.8,3.5,74.5,High
Bengaluru,4,41.7,47.4,4.5,68.6,High
Lucknow,5,42.9,56.0,1.1,74.66,High
Delhi,6,39.5,46.6,1.1,56.74,High
Varanasi,8,35.1,42.0,11.5,32.01,Medium
Bengaluru,4,40.9,68.1,5.6,73.13,High
Hyderabad,5,49.4,88.2,1.6,91.41,Severe
Chandigarh,3,25.9,18.5,9.3,3.59,Low
Thiruvananthapuram,4,42.0,57.0,6.8,72.47,High
Jaipur,9,38.7,32.6,9.8,40.46,Medium
Hyderabad,6,49.9,59.2,2.5,86.26,Severe
Bhopal,4,41.8,60.0,5.2,73.01,High
Lucknow,6,49.8,91.8,0.7,92.92,Severe
Hyderabad,4,26.0,22.0,0.9,5.85,Low
Chandigarh,6,29.4,28.0,1.3,12.42,Low
Ahmedabad,4,34.2,46.9,7.3,31.98,Medium
Delhi,10,34.9,32.4,8.3,26.83,Medium
Chennai,6,40.5,55.9,0.7,70.86,High
Patna,11,21.2,11.6,19.1,0.0,Low
Chandigarh,10,23.3,21.9,16.1,1.7,Low
Chennai,6,49.4,56.2,0.5,85.2,Severe
Thiruvananthapuram,2,35.5,42.2,14.2,33.26,Medium
Thiruvananthapuram,7,36.0,46.0,13.7,37.84,Medium
Chandigarh,4,28.7,31.6,6.1,11.22,Low
Jaipur,4,42.8,47.0,2.7,72.43,High
Delhi,3,35.8,59.6,3.4,48.8,Medium
Bhopal,6,42.0,64.6,14.6,72.69,High
Varanasi,7,38.8,38.5,2.7,46.3,Medium
Chandigarh,10,25.2,40.0,1.5,8.07,Low
Patna,4,22.5,21.1,4.0,3.55,Low
Kolkata,11,23.9,13.7,2.6,2.31,Low
Chandigarh,5,39.5,58.3,11.6,67.08,High
Patna,4,42.9,48.2,2.0,72.95,High
Thiruvananthapuram,6,40.8,48.6,3.5,65.17,High
Chandigarh,4,28.3,33.1,6.4,10.83,Low
Ahmedabad,1,36.2,48.2,4.0,41.87,Medium
Jaipur,5,45.3,47.5,13.9,74.66,High
Lucknow,3,22.0,39.6,10.3,6.2,Low
Delhi,9,37.3,35.4,1.5,38.25,Medium
Thiruvananthapuram,4,46.9,57.4,2.9,81.04,Severe
Thiruvananthapuram,1,31.4,28.2,1.6,15.61,Low
Hyderabad,12,35.5,34.5,4.3,30.6,Medium
Chandigarh,4,42.6,61.4,6.7,74.32,High
Lucknow,5,44.8,74.5,2.0,81.25,Severe
Hyderabad,5,26.5,14.5,2.9,4.82,Low
Bengaluru,4,42.6,57.6,7.6,73.41,High
Ahmedabad,6,39.5,68.9,2.6,71.55,High
Jaipur,3,35.4,41.1,13.2,32.38,Medium
Jaipur,4,48.8,86.2,3.3,89.77,Severe
Bengaluru,1,34.5,50.1,4.7,35.58,Medium
Patna,6,36.6,47.5,3.8,43.2,Medium
Bhopal,2,24.3,33.5,4.8,5.9,Low
Hyderabad,11,38.6,33.0,16.3,39.26,Medium
Chennai,10,34.3,55.2,0.1,38.75,Medium
Chandigarh,1,34.5,57.2,10.9,39.24,Medium
Bengaluru,11,33.7,52.9,4.3,33.94,Medium
Lucknow,2,20.9,22.2,3.1,3.92,Low
Bhopal,4,23.8,27.8,2.8,5.09,Low
Bhopal,3,22.5,24.5,1.9,4.58,Low
Lucknow,4,39.3,56.6,10.3,64.24,High
Chandigarh,5,39.4,66.0,0.8,71.11,High
Patna,6,33.3,49.6,8.9,29.63,Medium
Mumbai,6,43.7,53.9,8.4,74.3,High
Hyderabad,6,41.4,68.6,1.9,74.64,High
Lucknow,10,34.2,48.2,7.4,32.72,Medium
Bengaluru,12,30.0,26.3,1.1,13.08,Low
Varanasi,5,30.0,22.5,1.8,12.2,Low
Chandigarh,4,39.5,54.9,1.7,65.0,High
Jaipur,4,41.9,65.2,1.8,74.78,High
Bengaluru,10,36.1,38.0,5.6,34.53,Medium
Ahmedabad,4,42.2,52.2,1.4,72.73,High
Chandigarh,4,48.2,56.8,1.5,83.23,Severe
Chennai,3,35.7,55.3,9.9,43.8,Medium
Chennai,4,23.9,16.6,7.5,2.07,Low
Bhopal,3,24.9,27.9,0.7,5.46,Low
Thiruvananthapuram,11,36.6,39.9,4.3,37.88,Medium
Chandigarh,11,37.4,37.6,6.6,39.21,Medium
Patna,6,39.7,45.1,3.6,55.91,High
Mumbai,10,33.8,41.1,1.0,28.39,Medium
Varanasi,10,20.9,10.8,19.7,0.0,Low
Bhopal,5,42.4,53.0,8.6,72.01,High
Bhopal,5,45.6,85.5,0.2,85.03,Severe
Delhi,8,36.3,52.3,8.7,44.61,Medium
Nagpur,4,40.7,46.8,30.0,58.3,High
Delhi,8,35.8,43.5,21.4,34.07,Medium
Nagpur,9,22.0,18.2,15.8,1.01,Low
Kolkata,6,40.3,64.8,0.3,72.39,High
Lucknow,3,38.1,38.5,10.8,41.99,Medium
Hyderabad,5,36.1,38.3,0.7,35.52,Medium
Thiruvananthapuram,4,41.6,61.7,3.4,73.33,High
Lucknow,11,26.1,14.2,12.1,2.58,Low
Hyderabad,6,38.2,32.8,4.3,39.58,Medium
Chandigarh,5,48.1,81.9,4.7,87.56,Severe
Chennai,4,43.8,53.6,8.1,74.45,High
Kolkata,11,27.7,15.5,1.6,7.15,Low
Lucknow,8,28.7,24.9,7.0,9.73,Low
Jaipur,7,36.5,55.2,5.2,48.49,Medium
Ahmedabad,6,30.3,16.8,10.9,10.02,Low
Lucknow,4,37.4,31.5,5.6,35.58,Medium
Chennai,5,43.4,49.8,0.2,74.37,High
Hyderabad,5,40.0,57.9,3.2,70.05,High
Jaipur,7,35.7,47.3,10.7,37.92,Medium
Nagpur,9,28.5,28.3,2.3,10.88,Low
Lucknow,5,44.3,61.8,0.3,78.19,Severe
Kolkata,4,47.2,55.4,5.4,80.7,Severe
Bengaluru,11,37.8,46.0,4.3,47.46,Medium
Nagpur,8,35.0,38.5,6.7,30.49,Medium
Bhopal,6,41.6,67.9,5.2,74.27,High
Hyderabad,11,36.1,39.3,5.6,35.3,Medium
Chandigarh,11,30.9,31.7,4.6,15.01,Low
Hyderabad,3,23.2,25.2,9.0,3.54,Low
Lucknow,2,20.8,11.7,0.8,2.21,Low
Patna,4,49.9,61.1,2.8,86.59,Severe
Chandigarh,6,47.1,89.2,4.1,87.52,Severe
Jaipur,6,40.6,55.5,1.7,70.78,High
Thiruvananthapuram,7,35.7,32.9,14.8,28.73,Medium
Chandigarh,10,35.6,48.3,1.9,39.63,Medium
Delhi,6,44.7,83.7,0.5,83.18,Severe
Chandigarh,4,41.8,54.9,0.2,72.83,High
Bengaluru,10,26.9,23.9,0.8,7.69,Low
Thiruvananthapuram,4,44.7,56.4,1.0,77.63,Severe
Kolkata,3,21.2,18.9,0.6,3.68,Low
Hyderabad,8,20.5,18.2,0.0,3.64,Low
Mumbai,6,46.5,71.3,6.6,82.56,Severe
Bhopal,10,35.5,37.7,1.8,32.72,Medium
Bhopal,6,39.3,38.0,3.2,47.98,Medium
Jaipur,4,48.4,89.3,2.8,89.83,Severe
Patna,5,39.9,47.8,8.5,58.71,High
Jaipur,6,48.0,57.3,0.1,83.24,Severe
Chandigarh,8,21.9,15.4,0.6,2.98,Low
Delhi,4,47.0,79.1,9.7,84.4,Severe
Kolkata,5,42.4,57.4,2.3,73.94,High
Lucknow,9,22.9,31.4,0.6,6.18,Low
Bhopal,5,40.6,48.6,0.3,64.62,High
Nagpur,11,35.7,46.0,11.1,36.99,Medium
Chennai,6,48.0,66.4,3.4,84.51,Severe
Nagpur,11,34.9,48.0,1.4,36.51,Medium
Nagpur,4,42.8,45.2,0.1,72.5,High
Varanasi,9,25.7,34.6,3.7,7.42,Low
Nagpur,10,25.9,24.2,1.1,6.1,Low
Bhopal,5,49.8,75.3,1.4,89.51,Severe
Ahmedabad,7,20.6,13.1,5.0,1.79,Low
Chennai,4,48.8,63.6,3.6,85.2,Severe
Delhi,6,26.8,15.5,0.9,5.83,Low
Kolkata,4,42.6,48.5,2.7,72.41,High
Chandigarh,6,41.7,49.8,2.6,71.25,High
Chennai,4,46.0,85.7,0.8,85.61,Severe
Mumbai,6,39.4,63.3,2.9,70.22,High
Bhopal,7,36.8,36.4,3.9,36.54,Medium
Patna,5,43.0,58.0,13.4,73.17,High
Kolkata,2,26.2,28.2,1.7,7.28,Low
Bengaluru,5,20.8,23.1,0.6,4.52,Low
Thiruvananthapuram,5,37.1,36.3,0.5,38.2,Medium
Nagpur,7,33.9,56.3,4.3,36.95,Medium
Patna,7,21.6,16.9,12.2,1.35,Low
Kolkata,3,30.4,21.4,2.8,12.45,Low
Kolkata,6,49.3,71.6,1.3,87.98,Severe
Nagpur,5,22.9,14.3,0.7,2.74,Low
Bhopal,6,36.8,37.1,11.4,35.72,Medium
Chandigarh,1,26.4,36.8,9.3,8.05,Low
Jaipur,10,23.4,33.1,1.2,6.42,Low
Kolkata,6,38.1,37.6,4.0,42.48,Medium
Nagpur,10,20.1,17.4,7.8,2.18,Low
Lucknow,6,36.0,44.6,0.9,39.03,Medium
Nagpur,6,40.4,79.6,13.8,73.26,High
Chennai,6,46.1,76.0,4.6,83.19,Severe
Ahmedabad,5,26.8,29.0,4.4,7.95,Low
Hyderabad,5,39.2,77.8,15.2,70.75,High
Delhi,2,24.8,27.3,2.2,5.09,Low
Varanasi,5,45.5,75.9,0.1,82.96,Severe
Kolkata,4,40.5,70.0,4.6,73.03,High
Delhi,6,40.4,50.2,2.6,64.86,High
Kolkata,2,21.6,17.9,5.2,2.71,Low
Ahmedabad,6,42.7,63.5,8.6,74.59,High
Chandigarh,6,45.5,56.4,9.6,77.48,Severe
Mumbai,5,41.2,63.6,0.9,73.49,High
Kolkata,5,46.5,94.5,1.0,88.13,Severe
Nagpur,5,42.5,50.1,11.2,71.15,High
Ahmedabad,6,42.2,48.4,2.4,71.8,High
Jaipur,6,42.8,54.4,9.3,72.81,High
Mumbai,5,46.0,59.0,9.4,78.83,Severe
Hyderabad,5,43.9,46.0,7.1,73.26,High
Mumbai,8,30.0,17.1,9.0,9.92,Low
Bengaluru,7,37.2,40.1,1.8,40.87,Medium
Delhi,6,36.0,45.8,2.7,39.54,Medium
Chennai,4,36.7,38.0,13.8,35.49,Medium
Chennai,11,35.8,56.7,2.9,46.55,Medium
Lucknow,9,38.7,34.0,1.6,42.79,Medium
Lucknow,4,47.7,88.9,4.9,88.28,Severe
Bhopal,6,27.1,28.5,5.7,8.11,Low
Varanasi,8,31.4,36.4,5.3,17.7,Low
Ahmedabad,4,39.4,72.2,5.7,71.53,High
Patna,6,49.8,77.2,2.2,89.75,Severe
Kolkata,4,40.5,59.2,24.0,67.64,High
Bengaluru,6,30.8,27.5,0.8,14.65,Low
Hyderabad,4,47.4,71.8,3.2,84.67,Severe
Kolkata,5,43.9,54.1,7.8,74.76,High
Patna,6,45.3,62.5,1.3,79.76,Severe
Patna,4,35.9,44.2,3.2,37.97,Medium
Delhi,5,39.6,65.9,7.0,70.37,High
Bhopal,8,35.0,41.0,0.5,32.89,Medium
Lucknow,12,34.8,42.9,3.8,32.64,Medium
Nagpur,3,29.2,37.8,4.0,13.61,Low
Delhi,3,28.1,22.4,8.4,8.04,Low
Chennai,5,27.8,36.7,5.2,10.95,Low
Varanasi,5,39.5,65.8,7.7,70.08,High
Chandigarh,4,40.4,67.3,5.1,72.25,High
Hyderabad,3,30.7,28.9,9.5,13.32,Low
Ahmedabad,7,35.9,51.0,6.1,42.18,Medium
Mumbai,6,40.3,64.4,7.7,71.08,High
Kolkata,8,35.0,44.4,3.6,34.34,Medium
Hyderabad,6,41.8,45.9,5.5,67.27,High
Chandigarh,4,48.3,75.3,3.3,86.79,Severe
Hyderabad,9,29.4,19.2,0.2,10.85,Low
Lucknow,7,37.3,42.1,1.5,42.74,Medium
Chandigarh,5,43.0,57.5,8.9,73.82,High
Patna,4,37.9,44.0,4.3,46.34,Medium
Jaipur,6,23.0,26.2,29.1,0.39,Low
Chandigarh,6,28.2,37.1,10.9,10.72,Low
Chennai,4,38.0,37.9,5.8,41.98,Medium
Thiruvananthapuram,8,30.1,37.3,0.8,15.49,Low
Kolkata,4,43.8,56.4,9.2,74.83,High
Ahmedabad,5,42.5,62.3,5.3,74.58,High
Jaipur,4,20.2,36.2,1.6,6.97,Low
Thiruvananthapuram,12,38.0,36.8,26.2,37.82,Medium
Ahmedabad,1,24.1,23.9,3.2,4.25,Low
Thiruvananthapuram,4,48.8,78.1,0.1,88.68,Severe
Delhi,5,41.4,73.2,15.1,73.36,High
Jaipur,4,40.7,60.1,2.4,71.74,High
Ahmedabad,4,41.3,63.3,0.7,73.62,High
Kolkata,4,28.3,12.0,2.1,7.33,Low
Chennai,4,44.9,75.4,7.9,80.6,Severe
Jaipur,1,27.4,12.0,4.4,5.51,Low
Hyderabad,5,48.9,70.4,0.1,87.3,Severe
Bhopal,5,37.9,46.7,11.5,47.3,Medium
Jaipur,6,39.4,34.2,4.6,45.24,Medium
Lucknow,5,35.7,39.9,5.4,34.14,Medium
Varanasi,4,41.5,63.9,9.6,72.58,High
Lucknow,12,24.9,12.1,9.2,0.89,Low
Bengaluru,8,31.2,12.9,3.6,11.9,Low
Delhi,5,49.6,58.0,2.2,85.59,Severe
Hyderabad,5,47.3,68.2,1.9,84.0,Severe
Jaipur,12,39.3,33.8,10.4,43.58,Medium
Hyderabad,12,27.8,13.1,3.1,6.58,Low
Bengaluru,4,41.2,50.6,3.2,69.69,High
Mumbai,6,35.6,33.1,7.6,29.69,Medium
Hyderabad,4,46.6,91.6,2.0,87.55,Severe
Chennai,3,23.4,20.8,2.9,3.68,Low
Chennai,11,35.8,30.5,5.4,29.45,Medium
Hyderabad,5,31.7,38.9,1.1,20.27,Low
Hyderabad,8,33.1,59.9,2.0,35.97,Medium
Chandigarh,3,26.7,31.2,6.5,7.88,Low
Hyderabad,3,34.7,44.3,15.2,31.15,Medium
Thiruvananthapuram,12,21.8,39.6,20.1,4.57,Low
Nagpur,4,41.4,60.9,5.0,72.59,High
Bhopal,1,23.3,34.2,8.3,5.46,Low
Bengaluru,5,29.2,34.7,13.2,11.46,Low
Mumbai,5,39.6,59.1,10.3,68.46,High
Kolkata,6,30.3,14.0,7.3,10.06,Low
Ahmedabad,11,26.8,34.1,0.9,9.55,Low
Delhi,7,31.2,30.7,10.4,14.34,Low
Kolkata,5,45.9,66.6,2.0,81.43,Severe
Ahmedabad,7,23.4,19.8,0.7,3.84,Low
Nagpur,4,41.3,56.4,7.1,71.18,High
Lucknow,10,35.2,43.5,2.9,34.72,Medium
Patna,3,39.2,32.0,18.4,40.56,Medium
Delhi,2,20.1,28.9,3.6,5.18,Low
Patna,6,22.8,16.8,4.8,2.56,Low
Chandigarh,6,24.3,17.6,2.1,3.17,Low
Mumbai,12,27.6,38.0,0.6,11.66,Low
Kolkata,2,38.2,45.2,6.3,48.34,Medium
Mumbai,4,48.4,90.2,7.1,89.3,Severe
Varanasi,4,38.7,34.1,3.8,42.49,Medium
Delhi,5,42.1,62.8,3.2,74.39,High
Bengaluru,4,45.8,79.2,4.9,83.3,Severe
Bhopal,9,27.2,24.7,4.5,7.71,Low
Patna,11,37.3,42.1,1.3,42.77,Medium
Ahmedabad,1,23.8,25.3,14.3,2.68,Low
Patna,5,46.0,83.0,1.0,85.03,Severe
Hyderabad,6,39.7,74.2,10.6,71.59,High
Mumbai,6,41.5,50.6,6.3,70.47,High
Kolkata,3,21.3,18.7,2.2,3.37,Low
Delhi,9,25.3,35.2,1.1,7.34,Low
Hyderabad,4,44.7,74.7,3.8,80.83,Severe
Lucknow,7,20.8,36.6,3.3,6.77,Low
Jaipur,9,37.0,49.1,8.1,45.54,Medium
Varanasi,4,40.1,61.0,9.7,69.74,High
Kolkata,9,39.7,34.3,7.4,46.08,Medium
Kolkata,6,44.1,68.3,0.2,79.19,Severe
Lucknow,4,44.4,72.2,0.9,80.33,Severe
Lucknow,5,42.7,49.3,9.9,71.53,High
Varanasi,5,45.3,66.5,3.1,80.26,Severe
Mumbai,12,29.6,17.0,4.7,9.98,Low
Hyderabad,4,39.2,56.9,8.3,64.31,High
Patna,5,46.0,81.6,2.5,84.5,Severe
Kolkata,4,45.3,84.3,2.7,83.89,Severe
Patna,1,23.4,22.9,1.9,4.26,Low
Varanasi,7,37.3,40.9,1.4,41.91,Medium
Delhi,5,45.7,68.3,3.2,81.25,Severe
Chennai,4,40.4,57.9,0.1,71.2,High
Ahmedabad,11,25.5,33.4,30.0,2.48,Low
Kolkata,4,41.6,49.4,3.1,70.59,High
Mumbai,4,46.8,85.6,5.6,86.07,Severe
Lucknow,6,35.2,42.3,6.0,33.5,Medium
Jaipur,6,39.7,60.3,0.1,70.56,High
Chandigarh,11,27.6,10.4,6.5,5.16,Low
Ahmedabad,4,43.0,52.5,3.8,73.67,High
Nagpur,5,30.3,23.9,9.2,11.73,Low
Thiruvananthapuram,6,42.2,63.7,4.3,74.54,High
Thiruvananthapuram,6,40.1,53.6,8.9,65.83,High
Jaipur,1,37.1,45.7,2.4,44.35,Medium
Nagpur,6,40.7,64.2,11.0,71.13,High
Thiruvananthapuram,5,36.0,53.6,3.7,44.99,Medium
Chennai,4,46.2,90.8,0.7,86.96,Severe
Jaipur,2,38.9,34.4,13.3,41.92,Medium
Kolkata,5,40.7,48.5,9.9,63.45,High
Jaipur,4,21.0,23.1,6.4,3.55,Low
Nagpur,8,37.7,34.9,4.0,39.06,Medium
Bengaluru,6,41.1,51.9,15.6,68.54,High
Chandigarh,6,40.9,53.9,3.7,70.6,High
Mumbai,10,34.5,38.6,14.5,27.42,Medium
Jaipur,7,36.9,49.4,1.4,46.42,Medium
Delhi,5,43.1,52.6,2.9,74.0,High
Delhi,5,40.5,69.7,2.0,73.41,High
Bhopal,5,43.4,49.3,4.1,73.62,High
Kolkata,5,39.5,51.6,3.2,61.3,High
Delhi,6,39.4,46.8,12.9,54.46,High
Bhopal,3,28.3,14.0,2.1,7.73,Low
Varanasi,5,43.6,57.5,19.9,72.94,High
Kolkata,4,48.7,86.8,1.7,90.0,Severe
Chandigarh,1,20.2,12.3,7.1,1.28,Low
Nagpur,5,41.6,66.0,1.5,74.51,High
Hyderabad,7,33.1,55.8,15.1,31.29,Medium
Hyderabad,5,40.0,45.2,21.1,54.58,High
Mumbai,11,35.2,50.0,11.0,37.5,Medium
Ahmedabad,9,27.7,39.2,0.4,12.09,Low
Nagpur,6,34.8,32.0,0.2,27.66,Medium
Patna,4,27.3,19.2,10.9,5.7,Low
Patna,6,41.0,53.9,5.7,70.43,High
Mumbai,4,47.7,89.0,1.2,88.92,Severe
Ahmedabad,10,35.7,41.3,6.1,34.86,Medium
Patna,5,48.4,72.6,4.2,86.26,Severe
Varanasi,3,39.3,33.8,17.7,42.36,Medium
Bhopal,11,20.2,15.9,0.0,3.18,Low
Patna,1,39.1,34.0,5.4,43.75,Medium
Mumbai,5,21.1,30.2,3.5,5.46,Low
Hyderabad,11,32.0,19.8,8.3,13.78,Low
Kolkata,6,39.6,56.5,3.3,67.06,High
Thiruvananthapuram,5,43.3,46.6,5.6,72.67,High
Varanasi,6,48.7,92.0,2.5,90.9,Severe
Chandigarh,5,39.2,47.9,3.9,55.98,High
Chandigarh,5,40.6,63.0,7.8,71.26,High
Nagpur,4,34.9,49.5,7.7,36.41,Medium
Jaipur,11,37.8,30.1,16.0,34.49,Medium
Nagpur,11,31.2,21.4,10.7,12.42,Low
Mumbai,6,48.9,82.7,5.5,88.86,Severe
Chandigarh,7,39.0,34.4,14.4,42.14,Medium
Kolkata,2,23.0,27.4,12.1,3.46,Low
Lucknow,6,40.0,71.7,18.9,70.19,High
Nagpur,9,37.1,32.3,1.8,35.58,Medium
Patna,9,33.2,51.7,14.2,29.51,Medium
Kolkata,5,40.6,79.1,5.1,74.93,High
Lucknow,6,46.7,68.0,4.0,82.65,Severe
Kolkata,4,41.8,63.1,11.0,72.67,High
Bhopal,2,33.7,36.3,1.6,25.67,Medium
Chennai,10,36.7,50.9,8.9,45.4,Medium
Nagpur,4,39.2,39.5,1.1,49.1,Medium
Hyderabad,3,35.0,45.9,0.3,35.8,Medium
Bhopal,11,37.7,47.5,4.0,48.26,Medium
Lucknow,3,38.2,37.6,3.2,43.03,Medium
Varanasi,10,34.8,52.8,4.9,38.61,Medium
Thiruvananthapuram,11,29.7,16.7,1.5,10.61,Low
Jaipur,5,42.9,55.0,1.6,74.37,High
Ahmedabad,9,21.7,39.5,1.7,7.62,Low
Bhopal,6,34.9,32.6,10.6,26.54,Medium
Nagpur,3,39.9,32.7,15.3,44.37,Medium
Jaipur,7,27.4,19.7,10.8,5.98,Low
Delhi,7,23.1,13.2,2.6,2.21,Low
Chandigarh,12,22.4,34.8,4.9,6.14,Low
Lucknow,4,27.9,38.7,0.4,12.31,Low
Jaipur,10,36.9,49.6,15.4,44.25,Medium
Varanasi,1,28.7,15.5,2.4,8.62,Low
Chennai,8,35.3,46.9,2.0,37.4,Medium
Delhi,6,50.0,78.1,0.2,90.59,Severe
Ahmedabad,10,34.9,56.1,4.0,41.52,Medium
Jaipur,6,41.1,65.5,14.8,71.39,High
Patna,5,41.3,65.5,2.2,73.81,High
Patna,6,33.9,55.7,13.7,35.0,Medium
Ahmedabad,5,43.2,53.5,4.5,74.07,High
Thiruvananthapuram,5,33.2,53.1,5.8,31.7,Medium
Ahmedabad,6,39.0,55.4,5.9,61.98,High
Chandigarh,4,41.1,51.4,5.8,69.61,High
Bhopal,9,27.0,17.7,16.3,4.02,Low
Bhopal,7,38.1,44.3,4.2,47.5,Medium
Ahmedabad,5,37.7,35.5,5.7,39.17,Medium
Jaipur,11,29.9,37.0,4.8,14.44,Low
Chennai,7,34.6,45.6,1.1,33.86,Medium
Varanasi,6,40.7,53.5,10.1,69.01,High
Chandigarh,5,44.2,53.8,13.6,74.21,High
Hyderabad,5,30.4,25.0,2.1,13.29,Low
Patna,8,38.7,41.0,2.3,47.89,Medium
Kolkata,10,33.2,56.9,0.3,34.85,Medium
Hyderabad,7,39.5,33.9,2.3,45.81,Medium
Kolkata,4,35.6,30.6,0.8,29.59,Medium
Varanasi,3,24.8,14.0,1.0,2.63,Low
Thiruvananthapuram,6,50.0,64.3,3.4,87.29,Severe
Kolkata,6,34.5,37.9,1.4,29.25,Medium
Patna,5,27.7,25.5,6.4,8.35,Low
Ahmedabad,9,37.2,50.7,7.0,47.97,Medium
Ahmedabad,7,31.1,36.0,7.4,16.31,Low
Ahmedabad,6,47.7,89.8,1.8,88.98,Severe
Thiruvananthapuram,2,22.0,10.9,1.4,1.95,Low
Bhopal,4,43.3,52.5,3.9,74.13,High
Hyderabad,4,47.6,57.1,1.5,82.33,Severe
Mumbai,11,39.9,41.9,28.2,49.83,Medium
Bhopal,6,43.5,47.3,7.9,72.74,High
Delhi,8,37.0,35.0,10.9,35.29,Medium
Chennai,4,47.1,59.3,2.3,81.84,Severe
Chennai,6,34.1,56.5,1.1,38.53,Medium
Bengaluru,4,40.4,59.3,3.2,70.97,High
Kolkata,12,28.1,34.3,8.7,10.37,Low
Kolkata,3,36.9,46.8,7.4,43.43,Medium
Nagpur,6,46.3,83.6,3.2,85.27,Severe
Kolkata,6,49.4,72.6,8.6,87.13,Severe
Varanasi,5,39.9,71.1,4.4,72.33,High
Varanasi,11,34.5,47.0,5.7,33.52,Medium
Thiruvananthapuram,4,26.5,39.3,2.8,9.79,Low
Delhi,4,40.9,60.9,9.9,70.97,High
Varanasi,5,42.2,54.7,14.9,70.98,High
Varanasi,5,46.4,56.3,0.7,80.38,Severe
Mumbai,9,39.0,37.7,3.1,46.48,Medium
Varanasi,5,36.9,33.2,16.2,32.97,Medium
Thiruvananthapuram,5,44.8,87.5,7.9,82.86,Severe
Kolkata,6,47.7,66.2,4.0,83.89,Severe
Kolkata,12,35.7,48.2,8.4,38.91,Medium
Chandigarh,2,24.1,26.4,0.6,5.18,Low
Jaipur,9,25.9,12.4,3.1,3.4,Low
Delhi,7,37.4,31.2,1.2,36.14,Medium
Varanasi,5,44.5,53.0,21.6,73.2,High
Mumbai,7,39.7,34.7,1.5,47.38,Medium
Hyderabad,10,38.4,34.7,8.1,40.99,Medium
Chandigarh,3,34.4,36.4,8.0,27.05,Medium
Ahmedabad,8,30.6,28.0,14.0,12.23,Low
Bengaluru,6,46.6,58.0,2.3,80.78,Severe
Thiruvananthapuram,11,36.8,33.9,4.5,34.95,Medium
Varanasi,7,27.9,37.9,10.3,10.5,Low
Patna,6,41.8,61.5,13.5,71.93,High
Patna,11,34.7,48.5,4.1,35.53,Medium
Bengaluru,2,34.5,41.7,12.0,29.46,Medium
Delhi,7,33.1,54.2,0.7,32.76,Medium
Bhopal,8,39.6,35.1,0.7,47.4,Medium
Ahmedabad,6,47.9,71.8,9.1,84.48,Severe
Chennai,5,40.2,76.6,3.5,74.06,High
Patna,2,23.3,10.6,14.7,0.0,Low
Thiruvananthapuram,2,25.2,30.6,2.4,6.04,Low
Bhopal,5,45.5,55.9,8.9,77.5,Severe
Lucknow,7,22.7,20.9,3.5,3.6,Low
Lucknow,10,38.4,41.1,7.9,45.71,Medium
Patna,4,22.5,34.3,1.0,6.69,Low
Lucknow,6,34.4,44.6,9.2,31.15,Medium
Jaipur,8,33.2,53.2,0.3,32.67,Medium
Varanasi,8,27.4,18.3,1.3,7.28,Low
Varanasi,10,28.1,19.4,8.9,7.36,Low
Varanasi,6,20.0,39.8,5.8,6.99,Low
Chennai,4,39.1,57.5,0.6,65.65,High
Delhi,11,29.6,33.0,7.9,12.64,Low
Chandigarh,10,20.6,39.2,1.6,7.57,Low
Lucknow,7,25.0,13.5,5.7,1.75,Low
Kolkata,12,37.2,51.2,6.8,48.42,Medium
Thiruvananthapuram,1,31.5,36.7,6.3,17.95,Low
Patna,1,37.3,34.7,5.2,37.19,Medium
Jaipur,9,30.8,29.4,7.1,13.98,Low
Kolkata,6,24.3,14.5,5.4,2.0,Low
Lucknow,5,35.3,46.5,1.3,37.26,Medium
Varanasi,5,40.0,51.5,4.5,63.72,High
Bhopal,3,38.4,32.1,10.5,38.86,Medium
Mumbai,6,43.8,48.3,3.2,74.21,High
Hyderabad,4,41.5,51.7,10.3,70.02,High
Delhi,11,35.8,48.7,13.2,38.9,Medium
